Main Title,Person-A,# Person-A,Org-A,Loc-A,Person-N,# Person-N,Org-N,Loc-N,Gpe-N,Person-S,# Person-S,Org-S,Loc-S
"Group portrait of women and men standing in grocery store, from left: Harry Seitz, Jacqueline Pettigrew, Virgie Saunders, Corelia Lawson, Mildred Jeffreys, Arlene Gilmore, and Gentle Horne, posed in Thorofare Market, Centre Avenue", , , , ,"Harry Seitz, Jacqueline Pettigrew, Virgie Saunders, Corelia Lawson, Mildred Jeffreys, Arlene Gilmore, Centre Avenue",7,Gentle Horne,,"Group, Thorofare Market","Harry Seitz, Jacqueline Pettigrew, Virgie Saunders, Corelia Lawson, Mildred Jeffreys, Arlene Gilmore, Gentle Horne",7,,Thorofare Market
"Thelma Bennett wearing light colored quilted satin robe with collar, seated on bed holding newborn son Freddie, with nurse on right, in interior with light colored walls", , , , ,Freddie,1,,,,"Thelma Bennett, Freddie",2,,
"Group portrait of Schenley High School graduates, from left, first row: Marjorie Jackson, Sara Blakey, and Mildred Taylor; second row: Mary Lewis, Lovell Golden, Portia Anderson, Margaret Strothers, Charles Moore, Virginia Meeks, Patricia White, and Raymond Brown; third row: Sidney Johnson, Blair McNeal, Julius Hart, and Brian Robinson, posed in Centre Avenue YMCA, another version", , , , ,"Schenley High School, Marjorie Jackson, Sara Blakey, Mildred Taylor, Mary Lewis, Lovell Golden, Portia Anderson, Margaret Strothers, Charles Moore, Virginia Meeks, Patricia White, Raymond Brown, Sidney Johnson, Blair McNeal, Julius Hart, Brian Robinson",16,,,"Group, Centre","Marjorie Jackson, Sara Blakey, Mildred Taylor, Mary Lewis, Lovell Golden, Portia Anderson, Margaret Strothers, Charles Moore, Virginia Meeks, Patricia White, Raymond Brown, Sidney Johnson, Blair McNeal, Julius Hart, Brian Robinson",15,Schenley High School,Centre Avenue YMCA
"Group portrait of Sunday school teachers Mrs. J. D.Barkley, left, and Cato Wimbish, right, posed with seven boys and ten girls around table in Brushton Methodist Church on Easter Sunday", , , , ,Easter,1,"Cato Wimbish, Methodist Church",,"Group, Brushton","J. D.Barkley, Cato Wimbish",2,,Brushton Methodist Church
"Ethelyn Sanders and Alonzo R. Sanders examining piece of burned railroad flare, and seated on patterned armchair in their home in Washington, Pennsylvania, another version", , , , ,"Ethelyn, Alonzo R. Sanders",2,Sanders,,"Washington, Pennsylvania","Ethelyn Sanders, Alonzo R. Sanders",2,,"Washington, Pennsylvania"
"Lieut. Gen. Charles E. Hart standing with Col. Paul E. Benson, recipient of Commanders trophy, on lawn of the University of Pittsburgh", , , , ,,0,,,Lieut,"Charles E. Hart, Paul E. Benson",2,University of Pittsburgh,
"Group portrait of ""Miss Golden Jubilee"" contestants, from left: Janice Johnson, Rosalind or Rosalyn King, ""queen"" Iva Lewis holding scepter, Patty Felgram, and Janet McKittrick, standing on platform in Moreell Park, Aliquippa", , , , ,"Miss Golden Jubilee, Janice Johnson, Rosalind, Rosalyn King, Iva Lewis, Patty Felgram, Janet McKittrick, Aliquippa",8,Moreell Park,,Group,"Janice Johnson, Rosalind, Rosalyn King, Iva Lewis, Patty Felgram, Janet McKittrick",6,,"Moreell Park, Aliquippa"
"Wooden staircase entrance to Juicy Plum Club speakeasy behind 1719 Centre Avenue on Roberts Street, Hill District", , , , ,"Juicy Plum Club, Roberts Street, Hill District",3,Centre Avenue,,Wooden,Hill District,1,Juicy Plum Club,"Centre Avenue, Roberts Street"
"Portrait of W. Beverly Carter wearing moustache and dark necktie with small design, standing at microphone in Webster Hall for Republican State Committee meeting, another version", , , , ,,0,Republican,,Portrait,W. Beverly Carter,1,Republican State Committee,Webster Hall
"W. Stuart Helm and George I. Bloom, standing at podium in Webster Hall for Republican State Committee meeting", , , , ,"Stuart Helm, George I. Bloom",2,Republican,,,"W. Stuart Helm, George I. Bloom",2,Republican State Committee,Webster Hall
"Group gathered around table in Stanley's, including on left: Mal Goode, George Kiseda, Ella Baker, Pittsburgh Pirates baseball player Gene Baker; on right: Chicago Cubs baseball player Ernie Banks, Mrs. Stevens, R. C. Stevens, with Dr. and Mrs. Vaughan and Mr. and Mrs. Wood in background, horizontal format", , , , ,"Group, Mal Goode, George Kiseda, Ella Baker, Pittsburgh Pirates, Gene Baker, Chicago Cubs, Ernie Banks, Stevens, Stevens, Mr.",11,,,Stanley,"Mal Goode, George Kiseda, Ella Baker, Gene Baker, Ernie Banks, Stevens, R. C. Stevens, Vaughan, Wood",9,"Stanley, Pittsburgh Pirates, Chicago Cubs",
"""Miss Emanon"" 1959 contestants, seated: Beatrice Thomas; standing: Gerry Shackleford, Carole VeLar, Barbara Alston (Clark), Linda Jackson, Darlene Daniels, Shirley Hill, and Jean Wilds, in interior with checkerboard linoleum floor and doorway with decorative cornice and trim, another version", , , , ,"Gerry Shackleford, Carole VeLar, Barbara Alston, Clark, Linda Jackson, Darlene Daniels, Shirley Hill, Jean Wilds",8,,,,"Beatrice Thomas, Gerry Shackleford, Carole VeLar, Barbara Alston, Clark, Linda Jackson, Darlene Daniels, Shirley Hill, Jean Wilds",9,,
"Six male pallbearers wearing dark suits, light colored gloves, and light colored Masonic aprons, carrying one of two patterned caskets down steps of Metropolitan Baptist Church for funeral of Ralph Creighton and Arlene Creighton, another version", , , , ,"Ralph Creighton, Arlene Creighton",2,Metropolitan Baptist Church,,"Six, Masonic","Ralph Creighton, Arlene Creighton",2,Metropolitan Baptist Church,
Home of Donald Evans on Burrows Street in the Hill District, , , , ,"Donald Evans, Hill District",2,,,,Donald Evans,1,,"Burrows Street, Hill District"
"Group portrait of five men and six women, including two toasting in rear, some members of the Las Catena Social Club, including Gloria Talbott, Thelma Owens, Alicia Harrison, and Westina Slaughter, gathered for a New Years celebration around sofa in interior with light colored walls, door with blinds, and large window with blinds and geometrically patterned curtains, another version", , , , ,"Gloria Talbott, Thelma Owens, Alicia Harrison",3,Las Catena Social Club,,"Group, Westina, New Years","Gloria Talbott, Thelma Owens, Alicia Harrison, Westina Slaughter",4,Las Catena Social Club,
"Alberta Thompson wearing paisley dress, posed with baby Lynn Evans on her first birthday, in domestic interior with diamond patterned sofa, brick fireplace, and daffodils print on wall", , , , ,"Alberta, Lynn Evans",2,,,,"Alberta Thompson, Lynn Evans",2,,
"Group of men and women, including man wearing dark suit with pin inscribed ""Republicans United Can Win"" on lapel, and eyeglasses, seated at tables in Carlton House for GOP Harmony meeting", , , , ,,0,"House, GOP Harmony",,"United, Carlton",,0,GOP Harmony,Carlton House
"Audience of men and women, including front row, from left: Mrs. E. C. Hatcher, Mrs. J. G. Harris, Mrs. Augustus C. Sumpter, Alma A. Polk, Mrs. B. M. McLin, Wilhelmina P. Lawrence, Mrs. V.C. Hodges, and Elsie Meeks, in Soldiers and Sailors Memorial Hall for AME annual conference, another version", , , , ,"Harris, Alma A. Polk, Wilhelmina P. Lawrence",3,,,Audience,"E. C. Hatcher, J. G. Harris, Augustus C. Sumpter, Alma A. Polk, B. M. McLin, Wilhelmina P. Lawrence, Hodges, Elsie Meeks",8,,Sailors Memorial Hall
"Catholic War Veterans Lloyd Davis, Florence Robinson, Commander Peter Hopkins, Louise L. Vogelsang, and Frank V. Middleton gathered during 24th annual CWV convention at Penn - Sheraton Hotel", , , , ,"Lloyd Davis, Florence Robinson, Louise L. Vogelsang, Frank V. Middleton, Sheraton Hotel",5,"Catholic, Commander Peter Hopkins, CWV, Penn",,,"Lloyd Davis, Florence Robinson, Peter Hopkins, Louise L. Vogelsang, Frank V. Middleton",5,Penn - Sheraton Hotel,
"Pittsburgh Mayor Thomas J. Gallagher seated at desk reappointing Rev. Charles H. Foggie to Housing Authority of City of Pittsburgh, with Joseph A. Goney, Everett Utterback Sr., Madeline Sharpe Foggie, Alfred Tronzo, Rev. Foggie, and Frances Johns standing behind him, in Office of the Mayor, City County Building", , , , ,"Pittsburgh, Thomas J. Gallagher",2,,,,"Thomas J. Gallagher, Charles H. Foggie, Joseph A. Goney, Everett Utterback Sr., Madeline Sharpe Foggie, Alfred Tronzo, Foggie, Frances Johns",8,Housing Authority of City of Pittsburgh,"Pittsburgh, City County Building"
"Dorothy Parnell, Joe Watts, and Shirley Oliver wearing Democratic campaign signs and standing in front of car", , , , ,"Dorothy, Joe Watts, Shirley Oliver",3,"Parnell, Democratic",,,"Dorothy Parnell, Joe Watts, Shirley Oliver",3,,
"Group portrait of Thomas J. ""Tommy"" Smith, and Mr. and Mrs. Charles Thompson, toasting in Thompson home for third wedding anniversary", , , , ,Thomas J,1,,,Group,"Thomas J, Tommy '' Smith, Charles Thompson, Thompson",4,,
"Group portrait of anniversary party guests, from left, seated: Julia Derby, Clara Evans, Haymond Harvey, Judy Wilson, Jeannette Goodnight, Robert Speights, Bertie Moore, Harry Williams, Mary Williams, Eva Pennex, Anna Green, and Arnold Carver; standing: Mrs. Frank Taylor Sr., Donna Pryor, Mr. and Mrs. Si Willis, Georgie McVea, Mr. and Mrs. Frank Taylor Jr., and honorees Mr. and Mrs. Dan Anderson in center, posed in Warren Methodist Church, another version", , , , ,"Julia Derby, Clara Evans, Haymond Harvey, Judy Wilson, Jeannette Goodnight, Robert Speights, Bertie Moore, Harry Williams, Mary Williams, Eva Pennex, Anna Green, Frank Taylor, Donna Pryor, Mr., Georgie McVea, Mr., Frank Taylor Jr., Mr., Dan Anderson",19,"Arnold Carver, Methodist Church",,"Group, Warren","Julia Derby, Clara Evans, Haymond Harvey, Judy Wilson, Jeannette Goodnight, Robert Speights, Bertie Moore, Harry Williams, Mary Williams, Eva Pennex, Anna Green, Arnold Carver, Frank Taylor Sr., Donna Pryor, Si Willis, Georgie McVea, Frank Taylor Jr., Dan Anderson",18,Warren Methodist Church,
"Portrait of Mrs. Arthur Coles wearing sheer mid length veil with floral edge and long sleeved wedding gown with floral lace overlay, holding large bouquet of roses, standing in interior with building patterned curtains, possibly at 335 Brushton Avenue, Homewood", , , , ,"Arthur Coles, Brushton Avenue, Homewood",3,,,Portrait,Arthur Coles,1,,"Brushton Avenue, Homewood"
"Portrait of Mira Kavaler wearing dark dress with wrap skirt with pleated hem, standing in front of light colored curtain in Holiday House for D. I. Club annual benefit for National Foundation", , , , ,Mira Kavaler,1,House,,Portrait,Mira Kavaler,1,,Holiday House
"Sign for Armour Star Choice Beef, on wall of New Diamond Market above door with exit sign, neon signs advertising meat products to left and right", , , , ,Diamond Market,1,Armour Star,,"Sign, New",,0,Armour Star Choice Beef,
"Group of men, one wearing light colored button down collared shirt with short sleeves, and apron, holding up package with right hand and holding money in his left, and women standing around the meat counter of the New Diamond Market", , , , ,,0,New Diamond Market,,,,0,,
"Dancer Chuck Fly standing in between the Crosley sisters, in interior", , , , ,"Dancer, Chuck Fly",2,Crosley,,,,0,,Crosley
"Group portrait of groom John Moore and bride Ophelia Berrien Moore cutting three tiered cake, with two women, possibly Mrs. Fred C. Berrien on left and Mrs. Ada Fluellen on right, in Central Baptist Church", , , , ,"John Moore, Ophelia Berrien Moore, Fred C. Berrien",3,Central Baptist Church,,Group,"John Moore, Ophelia Berrien Moore, Fred C. Berrien, Ada Fluellen",4,,Central Baptist Church
"Group portrait of wedding party with men including Guy Jones, Henry Smith, Earl F. Lloyd, best man Earl Dial, groom Theodore B. Lloyd, women including bride Shirley V. Jeffries Lloyd wearing gown with sheer yoke and elbow length sleeves, matron of honor Bertha Frazier, Alma Anderson, Dora Mae Moore, Thelma Lee McKithen, flower girl Shelia or Sheila Frazier, and ring bearer Carl Jeffries Jr., posed in front of dark background, in Harris Studio, another version", , , , ,"Guy Jones, Henry Smith, Earl F. Lloyd, Earl Dial, Shirley V. Jeffries Lloyd, Bertha Frazier, Alma Anderson, Dora Mae Moore, Thelma Lee McKithen, Carl Jeffries Jr.",10,Sheila Frazier,,"Group, Harris Studio","Guy Jones, Henry Smith, Earl Dial, Theodore B. Lloyd, Shirley V. Jeffries Lloyd, Bertha Frazier, Alma Anderson, Dora Mae Moore, Thelma Lee McKithen, Shelia, Sheila Frazier, Carl Jeffries Jr.",12,Earl F. Lloyd,Harris Studio
"Flower girl Shelia or Sheila Frazier, and ring bearer Carl Jeffries Jr., for Jeffries - Lloyd wedding, posed in front of studio prop and dark background, Harris Studio, another version", , , , ,"Carl Jeffries Jr., Harris Studio",2,"Sheila Frazier, Jeffries",,"Flower, Lloyd","Shelia, Sheila Frazier, Carl Jeffries Jr.",3,Jeffries - Lloyd,
"Rush Party participants and guests of Alpha Gamma Chi Sorority, from left, floor: Lillian Adams and Elaine Gibson; second row: Elie Steinberg, Thelma Miller, Willa Mae Rice, and Willa Rose; standing: Ann Robinson, Erma Petett, Barbara James, Melusena Carl, Palestine Zellares, and Dorothy Kendrick, gathered in interior", , , , ,"Alpha Gamma Chi Sorority, Lillian Adams, Elaine Gibson, Elie Steinberg, Thelma Miller, Willa Mae Rice, Willa Rose, Ann Robinson, Erma Petett, Barbara James, Melusena Carl, Palestine Zellares, Dorothy Kendrick",13,Party,,Rush,"Lillian Adams, Elaine Gibson, Elie Steinberg, Thelma Miller, Willa Mae Rice, Willa Rose, Ann Robinson, Erma Petett, Barbara James, Melusena Carl, Dorothy Kendrick",11,"Rush Party, Alpha Gamma Chi Sorority",Palestine Zellares
"Out-of-town guests for Butler - Jones wedding, front row from left: Sara Writt Dunstan, Juanita Evans, Ruth Shipley, Fai Rucker, Ethel Jenkins; second row: Dorothy Perkins, Mabel Page Johnson; standing: Frankie Dean, Dorothy Gillespie, Doris Reynolds Attwood, Lydia Williams, and Mrs. Stephen T. Brooks posed on staircase in home of Corinne Lindsay", , , , ,"Butler, Jones, Sara Writt Dunstan, Juanita Evans, Ruth Shipley, Fai Rucker, Ethel Jenkins, Mabel Page Johnson, Frankie Dean, Dorothy Gillespie, Doris Reynolds Attwood, Lydia Williams, Stephen T. Brooks",13,Corinne Lindsay,,,"Butler - Jones, Sara Writt Dunstan, Juanita Evans, Ruth Shipley, Fai Rucker, Ethel Jenkins, Dorothy Perkins, Mabel Page Johnson, Frankie Dean, Dorothy Gillespie, Doris Reynolds Attwood, Lydia Williams, Stephen T. Brooks, Corinne Lindsay",14,,
"Har-Brack High School football players, including no. 20 Jim Powell, no. 30 Chester ""Cookie"" Gilchrist, and no. 41 Barry Johnson, posed in formation on field, Natrona Heights, Pennsylvania", , , , ,,0,,,,"Jim Powell, Chester, Gilchrist, Barry Johnson",4,Har-Brack High School,"Natrona Heights, Pennsylvania"
"Groom Cordell Lee wearing moustache and light colored bow tie, and bride Barbara Jane Edwards Lee wearing short sleeved lace wedding dress, and elbow length fingerless gloves, holding bouquet of flowers, walking down aisle of Park Place AME Church, Homestead", , , , ,"Groom, Barbara Jane Edwards Lee, Homestead",3,"Cordell, Park Place",,,"Groom Cordell Lee, Barbara Jane Edwards Lee",2,Park Place AME Church,
"Group portrait of two men, including groom Howard Hairston, and two women, including bride Madelyn Moorer Cole Hairston wearing corsage on shoulder and fingerless gloves, posed in St. James AME Church, another version", , , , ,"Howard Hairston, Madelyn Moorer Cole Hairston, James AME Church",3,,,"Group, St.","Howard Hairston, Madelyn Moorer Cole Hairston",2,St. James AME Church,
"Group portrait of girl and boy, possibly best man James Johnson, groom Emanuel E. Thompson, bride Betty Lou Carter Thompson wearing floral gown and hennin, and possibly maid of honor Jacqueline Merchant, posed possibly in home at Waring Court, vertical format", , , , ,"James Johnson, Emanuel E. Thompson, Betty Lou Carter Thompson, Jacqueline Merchant",4,Waring Court,,Group,"James Johnson, Emanuel E. Thompson, Betty Lou Carter Thompson, Jacqueline Merchant",4,Waring Court,
"Group portrait of man, and two women, including one on right wearing light colored short sleeved dress with floral lace overlay and ribbon on left shoulder, standing in interior of the Greene Hearth for Brown Lyons wedding, horizontal version", , , , ,Brown Lyons,1,Greene Hearth,,Group,Brown Lyons,1,,Greene Hearth
"Group portrait, including Chaplain Charles Reider at head of table, matron of honor Dewyn Kemp, groom Staff Sergeant William J. Burrell, and bride Bernice Johnson Burrell, seated around table for reception in NCO Club ballroom", , , , ,"Chaplain Charles Reider, Dewyn Kemp, Staff Sergeant, William J. Burrell, Bernice Johnson Burrell",5,NCO Club,,Group,"Charles Reider, Dewyn Kemp, William J. Burrell, Bernice Johnson Burrell",4,NCO Club,
"Tommy Smith All Stars softball team, front row from left: Josh Gibson, Joe Atkins, Charles Lewis, Frank Stotts, George Pennix, Hamp Sandrige, Norris Cohey, Jimmy Atkins; standing: manager Fuzzy Walton, Ernie Butler, Charles Holt, William Woodson, Gabe Patterson, Bill Johnson, Daniel Nevells, Wendell Austin, Harry Holt, Jeep Johnson and Thomas J. ""Tommy"" Smith, on Ammon Field", , , , ,"Tommy, Smith All Stars, Josh Gibson, Joe Atkins, Charles Lewis, Frank Stotts, George Pennix, Hamp Sandrige, Jimmy Atkins, Fuzzy Walton, Ernie Butler, Charles Holt, William Woodson, Gabe Patterson, Bill Johnson, Daniel Nevells, Wendell Austin, Harry Holt, Jeep Johnson, Thomas J",20,,,Norris Cohey,"Tommy Smith, Josh Gibson, Joe Atkins, Charles Lewis, Frank Stotts, George Pennix, Hamp Sandrige, Norris Cohey, Jimmy Atkins, Fuzzy Walton, Ernie Butler, Charles Holt, William Woodson, Gabe Patterson, Bill Johnson, Daniel Nevells, Wendell Austin, Harry Holt, Jeep Johnson, Thomas J, Tommy '' Smith, Ammon Field",22,All Stars,
"Group of guests gathered in living room for Jennings - Vaughn wedding, possibly in Jennings home, 206 Carver Street, East Liberty", , , , ,East Liberty,1,Jennings,,"Vaughn, Jennings","Jennings, Vaughn, Jennings",3,,Carver Street
"Portrait of Geraldine ""Gerri"" Woodruff or Woodridge wearing light colored blouse, light colored scarf at neck, and two brooches, posed in front of light colored background with parted dark curtains, in Harris Studio, another version", , , , ,,0,,,"Portrait, Geraldine, Gerri, Harris Studio","Geraldine, Gerri",2,,"Woodridge, Harris Studio"
"Group portrait of annual membership drive workers including P.L. Prattis, seated on right, and Curtis B. Haines, third from right, posed in  Centre Avenue YMCA", , , , ,,0,,,Group,Curtis B. Haines,1,,Centre Avenue YMCA
"Men, including police officer and Curtis Williams second from left, and women, standing in Webster Avenue, protesting lack of stop signs, police patrol, and lights", , , , ,Curtis Williams,1,,,Men,Curtis Williams,1,,Webster Avenue
"Thelma Jefferies and Jessie Vann shaking hands, standing on stage in front of open refrigerator, in Ammon Center for the 1953 Pittsburgh Courier Home Service Fair", , , , ,Jessie Vann,1,,,Ammon,"Thelma Jefferies, Jessie Vann",2,Pittsburgh Courier Home Service Fair,Ammon Center
"Eight Alpha Kappa Alpha debutantes, from left: Connie L. Young, Janyce Murray, Helen Adair, Sylvia Wofford, Jacqueline ""Jackie"" Lewis [Jacqui Thompson], Yvonne Holt, Carolyn Ann Key, and Patty Lou Redwood, standing behind table with light colored lace tablecloth and teacups for social tea, another version", , , , ,"Connie L. Young, Janyce Murray, Helen Adair, Sylvia Wofford, Jacqueline, Jackie, Lewis, Jacqui Thompson, Yvonne Holt, Carolyn Ann Key, Patty Lou Redwood",11,,,,"Connie L. Young, Janyce Murray, Helen Adair, Sylvia Wofford, Jacqueline, Jackie, Lewis, Jacqui Thompson, Yvonne Holt, Carolyn Ann Key, Patty Lou Redwood",11,,
"Group portrait of eight Alpha Kappa Alpha members, from left: Evelyn V. Waters, Mary H. Page, Ruth B. Guyn, Lillian H. Adams, Lois S. Curry, Emmalene Hayes, and Geri Reynolds, gathered around table to finalize debutante cotillion plans, another version", , , , ,"Evelyn V. Waters, Mary H. Page, Ruth B. Guyn, Lillian H. Adams, Lois S. Curry, Emmalene Hayes, Geri Reynolds",7,,,Group,"Evelyn V. Waters, Mary H. Page, Ruth B. Guyn, Lillian H. Adams, Lois S. Curry, Emmalene Hayes, Geri Reynolds",7,Alpha Kappa Alpha,
"Group portrait of nine Delta Sigma Theta sorority members, from left, front row: Barbara Goggins, Lois Swope, and Jeanette Terry; back row: Barbara Boswell, Charmaine Jeffries, Eleanor Morrison, Judith DeHonnery, Jacqueline Lewis, and Mary Louise Brooke, gathered in interior in front of fireplace with mirror and pendant ceiling fixture, another version", , , , ,"Barbara Goggins, Lois Swope, Jeanette Terry, Barbara Boswell, Charmaine Jeffries, Eleanor Morrison, Judith DeHonnery, Jacqueline Lewis, Mary Louise Brooke",9,Delta Sigma,,Group,"Barbara Goggins, Lois Swope, Jeanette Terry, Barbara Boswell, Charmaine Jeffries, Eleanor Morrison, Judith DeHonnery, Jacqueline Lewis, Mary Louise Brooke",9,Delta Sigma Theta,
"Joseph Watts, leading next to Atty. Linn Washington, Erroll Davis, Eunice Washington, and the Washington children, seated in 1960 Mercury Monterey convertible, during torchlight parade for 13th Ward ""Rebels"" rally", , , , ,Joseph,1,,,"Watts, Atty","Joseph Watts, Linn Washington, Erroll Davis, Eunice Washington, Ward",5,,Washington
"Group portrait of fourteen men, including one in center holding shiny object, and eight women, employees of the North Carolina Mutual Life Insurance Company, gathered in interior with chalkboard chart", , , , ,,0,,North Carolina,Group,,0,North Carolina Mutual Life Insurance Company,
"Portrait of June Morris wearing dark sweater and necklace with heart shaped pendant, posed in front of light colored background in Harris Studio for Hill City Teen Queen contest", , , , ,Hill City Teen Queen,1,,,"Portrait, Harris",Hill,1,,Harris Studio
"Group portrait of Health-O-Rama Steering Committee, from left, seated: Sister Teresa Clare, Mrs. Alfred Cardell, Mrs. Howard Obman, Elizabeth B. Harris, Doris Johnston, and Sister Editha; standing: Linda Richards, ""Miss Torch""; Eileen Garvan, ""Miss Health-O-Rama""; Judy Pohl, ""Miss USO""; and Jo Ann Vogliano, ""Miss Red Feather"", gathered in interior with wood paneled walls", , , , ,"Teresa Clare, Cardell, Howard Obman, Elizabeth B. Harris, Doris Johnston, Sister Editha, Linda Richards, Miss Torch, Eileen Garvan, Judy Pohl, Miss USO, Jo Ann Vogliano, Miss Red Feather",13,,,Group,"Teresa Clare, Alfred Cardell, Howard Obman, Elizabeth B. Harris, Doris Johnston, Editha, Linda Richards, Eileen Garvan, Judy Pohl, Jo Ann Vogliano",10,Health-O-Rama Steering Committee,
"Group portrait of three men, five women, and three children, including young boy wearing sailor suit, standing in interior with swirl patterned carpet and landscape patterned wallpaper, for Coles - Jones wedding", , , , ,Jones,1,,,"Group, Coles","Coles, Jones",2,,
"Group portrait of groom Milton Jones wearing double breasted suit, and bride Esther Coles Jones wearing suit and corsage, cutting two tiered wedding cake, standing in front of fireplace and landscape patterned wallpaper, another version", , , , ,"Milton Jones, Esther Coles Jones",2,,,Group,"Milton Jones, Esther Coles Jones",2,,
"Group portrait of two women and twenty three girls wearing uniforms, members of Girl Scout Troop 149, including left to right, front row: Antoinette Parker, Brenda Lauderback, Mary Lyle, Karen Lee, Patricia Mitchell, Mary Brown and Paula Conley; second row: Amberet Brown, Marcia Mitchell, Sharon Riley, Vickrie Lee, Karen Gilliam, Judith Calbert, Maxine Coleman, and Aline Brown; third row: Jackie Gray, Grieg Talbert, and Janice Turner; fourth row: Melva David, Jacqueline Gould, Donna Gray, Julia Fleming, and Leslie Hurt, gathered in front of Nazarene Baptist Church, Homewood, another version", , , , ,"Girl Scout, Antoinette Parker, Brenda Lauderback, Mary Lyle, Karen Lee, Patricia Mitchell, Mary Brown, Paula Conley, Amberet Brown, Marcia Mitchell, Sharon Riley, Vickrie Lee, Karen Gilliam, Judith Calbert, Maxine Coleman, Aline Brown, Jackie Gray, Grieg Talbert, Janice Turner, Melva David, Jacqueline Gould, Donna Gray, Julia Fleming, Leslie Hurt",24,Nazarene Baptist Church,,"Group, Homewood","Antoinette Parker, Brenda Lauderback, Mary Lyle, Karen Lee, Patricia Mitchell, Mary Brown, Paula Conley, Amberet Brown, Marcia Mitchell, Sharon Riley, Vickrie Lee, Karen Gilliam, Judith Calbert, Maxine Coleman, Aline Brown, Jackie Gray, Grieg Talbert, Janice Turner, Melva David, Jacqueline Gould, Donna Gray, Julia Fleming, Leslie Hurt",23,Nazarene Baptist Church,
"Group portrait of four nuns wearing dark habits and rosary beads, left to right: Sisters M. Rosalie, Marie Martin, Rose Elizabeth, and Marie Annette, and two young girls, wearing light colored dresses: La San Owens and Bernadette Stanley, standing in front of brick building with billboard in background, metal fence on right", , , , ,"Rosalie, Marie Martin, Rose Elizabeth, Marie Annette, Bernadette Stanley",5,,,Group,"M. Rosalie, Marie Martin, Rose Elizabeth, Marie Annette, Bernadette Stanley",5,,San Owens
"Group portrait of six men, including James Bradley shaking hands with Congressman William S. Moorhead, in office", , , , ,"James Bradley, William S. Moorhead",2,Congressman,,Group,"James Bradley, William S. Moorhead",2,,
"Group portrait of Stoop 'n' Bend Garden Club members, from left, seated: Mrs. Charles Waters and Mrs. Howard Stoner; standing: Mrs. Herbert Simmons, Mrs. R.J. Johnson, Mrs. Rodney Pryor, and Mrs. Charles Adams, posed on lawn of home of Mrs. M.R. Hadley, McKeesport", , , , ,"Stoop 'n, Bend Garden Club, Charles Waters, Howard Stoner, Herbert Simmons, Johnson, Charles Adams",7,,,Group,"Charles Waters, Howard Stoner, Herbert Simmons, R.J. Johnson, Rodney Pryor, Charles Adams, Hadley",7,Stoop 'n ' Bend Garden Club,McKeesport
"For Rent sign for 3 & 4 room luxury apartments, phone number JA-1-8244, hung from apartment building at 711 Wandless Street, Hill District", , , , ,Hill District,1,"Rent, Wandless Street",,,Hill District,1,,Wandless Street
"Group of women and men, including Joseph Kane, fifth from left, seated to the left of Atty. James L. Bruggeman, Atty. J.C.Tallant, third from left, and John Scott, second from left, gathered around rectangular conference table for zoning hearing in office interior, City County Building", , , , ,Joseph Kane,1,,,Atty,"Joseph Kane, James L. Bruggeman, John Scott",3,,City County Building
"Glass door for the Department of Parks and Recreation - Robert J. Templeton Director Bureau of Recreational Activities - Allen E. Risedorph Superintendent, City County Building, another version", , , , ,"Robert J. Templeton Director Bureau, Allen E. Risedorph Superintendent",2,"Department, Parks, Recreation, Recreational Activities, City County Building",,Glass,Allen E. Risedorph,1,Department of Parks and Recreation - Robert J. Templeton Director Bureau of Recreational Activities,
"Group portrait of two boys, and girl wearing dark pegged pants and light colored sailor style top, posed in interior with sampler on wall inscribed ""To a Friend's House the Road is Never Long,"" possibly guests at wedding of Ethel Hurst Mahoney and Raymond B. Mahoney", , , , ,"Never Long, Ethel Hurst Mahoney, Raymond B. Mahoney",3,"House, Road",,Group,"Ethel Hurst Mahoney, Raymond B. Mahoney",2,House,Road
Three men seated on stage for Teamsters rally at Soldiers and Sailors Memorial Hall, , , , ,Sailors Memorial Hall,1,"Teamsters, Soldiers",,,,0,,Sailors Memorial Hall
"Group of men, one wearing sunglasses, and boys, including one wearing basket weave patterned button down collared shirt, standing mouth opened, gathered in pavilion at South Park for the annual Pittsburgh Courier Newsboys' Picnic", , , , ,,0,Pittsburgh Courier Newsboys,,,,0,Pittsburgh Courier Newsboys,South Park
"Group of young boys and girls holding basketballs, footballs, fishing rods, and board games, gathered on field in South Park for the annual Pittsburgh Courier Newsboys' Picnic", , , , ,,0,Pittsburgh Courier Newsboys,,South Park,,0,Pittsburgh Courier Newsboys,South Park
"Group portrait of the Co-Ed ""Y"" members, seated, from left: Mamie McBride, Charles Franklin, Christine Williams, Alfred Clark, and Cynthia Burton; standing, from left: James Smith, James Simms, Stanford Butler, and Jan Willingham, posed around table in Wesley Center AME Zion Church, another version", , , , ,"Mamie McBride, Charles Franklin, Christine Williams, Alfred Clark, Cynthia Burton, James Smith, James Simms, Stanford Butler, Jan Willingham",9,,,"Group, Wesley","Mamie McBride, Charles Franklin, Christine Williams, Alfred Clark, Cynthia Burton, James Smith, James Simms, Stanford Butler, Jan Willingham",9,,Wesley Center
"Joseph Watts wearing round sign inscribed ""I am a good Democrat, let's vote out the bad ones, pull 2nd lever""", , , , ,Joseph,1,,,,Joseph Watts,1,,
